0,8780,8229,5840,2477,8044
8780,0,3519,11321,6352,8702
8229,3519,0,10441,3736,9457
5840,11321,10441,0,7511,3800
2477,6352,3736,7511,0,8404
8044,8702,9457,3800,8404,0
